VALID_DATE,C-only(0-24hr),C1+(0-24hr),M-only(0-24hr),M1+(0-24hr)
"2016-08-23",-1.00000,-1.00000,0.0754560,0.0754560
"2016-08-24",-1.00000,-1.00000,0.0938317,0.0938317
"2016-08-25",-1.00000,-1.00000,0.0413479,0.0443842
"2016-08-26",-1.00000,-1.00000,0.0550175,0.0550175
"2016-08-27",-1.00000,-1.00000,0.0883740,0.0883740
"2016-08-28",-1.00000,-1.00000,0.0650591,0.0650591
"2016-08-29",-1.00000,-1.00000,0.114101,0.114101
"2016-08-30",-1.00000,-1.00000,0.0277065,0.0297390
"2016-08-31",-1.00000,-1.00000,0.0303661,0.0306834
"2016-09-01",-1.00000,-1.00000,0.578430,0.768338
"2016-09-02",-1.00000,-1.00000,0.569874,0.761855
"2016-09-03",-1.00000,-1.00000,0.267301,0.267301
"2016-09-04",-1.00000,-1.00000,0.313490,0.313490
"2016-09-05",-1.00000,-1.00000,0.299000,0.299000
"2016-09-06",-1.00000,-1.00000,0.440087,0.489022
"2016-09-07",-1.00000,-1.00000,0.117208,0.117208
"2016-09-08",-1.00000,-1.00000,0.370608,0.370608
"2016-09-09",-1.00000,-1.00000,0.260710,0.260710
"2016-09-10",-1.00000,-1.00000,0.567177,0.755468
"2016-09-11",-1.00000,-1.00000,0.183387,0.183387
"2016-09-12",-1.00000,-1.00000,0.0446344,0.0552543
"2016-09-13",-1.00000,-1.00000,0.0312709,0.0312709
"2016-09-14",-1.00000,-1.00000,0.0844026,0.0844026
"2016-09-15",-1.00000,-1.00000,0.0435735,0.0451746
"2016-09-16",-1.00000,-1.00000,0.0125000,0.0144389
"2016-09-17",-1.00000,-1.00000,0.0226720,0.0279511
"2016-09-18",-1.00000,-1.00000,0.0639000,0.0639000
"2016-09-19",-1.00000,-1.00000,0.0200000,0.0200000
"2016-09-20",-1.00000,-1.00000,0.0745663,0.0745663
"2016-09-21",-1.00000,-1.00000,0.0483130,0.0483130
"2016-09-22",-1.00000,-1.00000,0.0204000,0.0204000
"2016-09-23",-1.00000,-1.00000,0.0228677,0.0280207
"2016-09-24",-1.00000,-1.00000,0.0327430,0.0327430
"2016-09-25",-1.00000,-1.00000,0.0201000,0.0201000
"2016-09-26",-1.00000,-1.00000,0.0763860,0.0763860
"2016-09-27",-1.00000,-1.00000,0.0659000,0.0659000
"2016-09-28",-1.00000,-1.00000,0.0766531,0.0766531
"2016-09-29",-1.00000,-1.00000,0.346275,0.346275
"2016-09-30",-1.00000,-1.00000,0.0100000,0.0135512
"2016-10-01",-1.00000,-1.00000,0.0100000,0.0135512
"2016-10-02",-1.00000,-1.00000,0.0125000,0.0144389
"2016-10-03",-1.00000,-1.00000,0.0114000,0.0140483
"2016-10-04",-1.00000,-1.00000,0.0224740,0.0278808
"2016-10-05",-1.00000,-1.00000,0.0532193,0.0532193
"2016-10-06",-1.00000,-1.00000,0.0832144,0.0832144
"2016-10-07",-1.00000,-1.00000,0.0541664,0.0541664
"2016-10-08",-1.00000,-1.00000,0.0539665,0.0539665
"2016-10-09",-1.00000,-1.00000,0.0551361,0.0551361
"2016-10-10",-1.00000,-1.00000,0.0659831,0.0659831
"2016-10-11",-1.00000,-1.00000,0.0451990,0.0451990
"2016-10-12",-1.00000,-1.00000,0.0449026,0.0449026
"2016-10-13",-1.00000,-1.00000,0.0566461,0.0566461
"2016-10-14",-1.00000,-1.00000,0.0429941,0.0449688
"2016-10-15",-1.00000,-1.00000,0.0351797,0.0421938
"2016-10-16",-1.00000,-1.00000,0.0229666,0.0280558
"2016-10-17",-1.00000,-1.00000,0.0431300,0.0431300
"2016-10-18",-1.00000,-1.00000,0.0215830,0.0275644
"2016-10-19",-1.00000,-1.00000,0.0207000,0.0207000
"2016-10-20",-1.00000,-1.00000,0.0323000,0.0323000
"2016-10-21",-1.00000,-1.00000,0.0324475,0.0324475
"2016-10-22",-1.00000,-1.00000,0.0100000,0.0135512
"2016-10-23",-1.00000,-1.00000,0.0149000,0.0152912
"2016-10-24",-1.00000,-1.00000,0.0114000,0.0140483
"2016-10-25",-1.00000,-1.00000,0.0237575,0.0283366
"2016-10-26",-1.00000,-1.00000,0.0759962,0.0759962
"2016-10-27",-1.00000,-1.00000,0.0561709,0.0561709
"2016-10-28",-1.00000,-1.00000,0.105054,0.105054
"2016-10-29",-1.00000,-1.00000,0.0619512,0.0619512
"2016-10-30",-1.00000,-1.00000,0.0869612,0.0869612
"2016-10-31",-1.00000,-1.00000,0.0100000,0.0135512
"2016-11-01",-1.00000,-1.00000,0.0100000,0.0135512
"2016-11-02",-1.00000,-1.00000,0.0125000,0.0144389
"2016-11-03",-1.00000,-1.00000,0.0347908,0.0420557
"2016-11-04",-1.00000,-1.00000,0.0696983,0.0696983
"2016-11-05",-1.00000,-1.00000,0.0579223,0.0579223
"2016-11-06",-1.00000,-1.00000,0.0212860,0.0274589
"2016-11-07",-1.00000,-1.00000,0.0505188,0.0505188
"2016-11-08",-1.00000,-1.00000,0.0432823,0.0450712
"2016-11-09",-1.00000,-1.00000,0.0322500,0.0322500
"2016-11-10",-1.00000,-1.00000,0.117943,0.117943
"2016-11-11",-1.00000,-1.00000,0.0967824,0.102304
"2016-11-12",-1.00000,-1.00000,0.0202000,0.0202000
"2016-11-13",-1.00000,-1.00000,0.0505188,0.0505188
"2016-11-14",-1.00000,-1.00000,0.0520423,0.0520423
"2016-11-15",-1.00000,-1.00000,0.0937584,0.0937584
"2016-11-16",-1.00000,-1.00000,0.0114000,0.0140483
"2016-11-17",-1.00000,-1.00000,0.0641000,0.0641000
"2016-11-18",-1.00000,-1.00000,0.0212860,0.0274589
"2016-11-19",-1.00000,-1.00000,0.0100000,0.0135512
"2016-11-20",-1.00000,-1.00000,0.0100000,0.0135512
"2016-11-21",-1.00000,-1.00000,0.0100000,0.0135512
"2016-11-22",-1.00000,-1.00000,0.0100000,0.0135512
"2016-11-23",-1.00000,-1.00000,0.0100000,0.0135512
"2016-11-24",-1.00000,-1.00000,0.0203000,0.0203000
"2016-11-25",-1.00000,-1.00000,0.0205000,0.0205000
"2016-11-26",-1.00000,-1.00000,0.0747460,0.0747460
"2016-11-27",-1.00000,-1.00000,0.0531148,0.0582658
"2016-11-28",-1.00000,-1.00000,0.0412527,0.0443504
"2016-11-29",-1.00000,-1.00000,0.121808,0.121808
"2016-11-30",-1.00000,-1.00000,0.138380,0.138380
"2016-12-01",-1.00000,-1.00000,0.0748577,0.0748577
"2016-12-02",-1.00000,-1.00000,0.0337154,0.0416738
"2016-12-03",-1.00000,-1.00000,0.0204000,0.0204000
"2016-12-04",-1.00000,-1.00000,0.0214840,0.0275293
"2016-12-05",-1.00000,-1.00000,0.0100000,0.0135512
"2016-12-06",-1.00000,-1.00000,0.0114000,0.0140483
"2016-12-07",-1.00000,-1.00000,0.0385000,0.0385000
"2016-12-08",-1.00000,-1.00000,0.0202000,0.0202000
"2016-12-09",-1.00000,-1.00000,0.0385000,0.0385000
"2016-12-10",-1.00000,-1.00000,0.0100000,0.0135512
"2016-12-11",-1.00000,-1.00000,0.0100000,0.0135512
"2016-12-12",-1.00000,-1.00000,0.0223750,0.0278457
"2016-12-13",-1.00000,-1.00000,0.0125000,0.0144389
"2016-12-14",-1.00000,-1.00000,0.0223750,0.0278457
"2016-12-15",-1.00000,-1.00000,0.0113000,0.0140128
"2016-12-16",-1.00000,-1.00000,0.0100000,0.0135512
"2016-12-17",-1.00000,-1.00000,0.0100000,0.0135512
"2016-12-18",-1.00000,-1.00000,0.0113000,0.0140128
"2016-12-19",-1.00000,-1.00000,0.0200000,0.0200000
"2016-12-20",-1.00000,-1.00000,0.0114000,0.0140483
"2016-12-21",-1.00000,-1.00000,0.0385000,0.0385000
"2016-12-22",-1.00000,-1.00000,0.0114000,0.0140483
"2016-12-23",-1.00000,-1.00000,0.0126000,0.0144745
"2016-12-24",-1.00000,-1.00000,0.0100000,0.0135512
"2016-12-25",-1.00000,-1.00000,0.0100000,0.0135512
"2016-12-26",-1.00000,-1.00000,0.0113000,0.0140128
"2016-12-27",-1.00000,-1.00000,0.0733600,0.0733600
"2016-12-28",-1.00000,-1.00000,0.0237575,0.0283366
"2016-12-29",-1.00000,-1.00000,0.0125000,0.0144389
"2016-12-30",-1.00000,-1.00000,0.0100000,0.0135512
"2016-12-31",-1.00000,-1.00000,0.0114000,0.0140483
"2017-01-01",-1.00000,-1.00000,0.0200000,0.0200000
"2017-01-02",-1.00000,-1.00000,0.0200000,0.0200000
"2017-01-03",-1.00000,-1.00000,0.0100000,0.0135512
"2017-01-04",-1.00000,-1.00000,0.0100000,0.0135512
"2017-01-05",-1.00000,-1.00000,0.0100000,0.0135512
"2017-01-06",-1.00000,-1.00000,0.0100000,0.0135512
"2017-01-07",-1.00000,-1.00000,0.0100000,0.0135512
"2017-01-08",-1.00000,-1.00000,0.0100000,0.0135512
"2017-01-09",-1.00000,-1.00000,0.0100000,0.0135512
"2017-01-10",-1.00000,-1.00000,0.0100000,0.0135512
"2017-01-11",-1.00000,-1.00000,0.0100000,0.0135512
"2017-01-12",-1.00000,-1.00000,0.0100000,0.0135512
"2017-01-13",-1.00000,-1.00000,0.0114000,0.0140483
"2017-01-14",-1.00000,-1.00000,0.0990435,0.0990435
"2017-01-15",-1.00000,-1.00000,0.0377209,0.0430962
"2017-01-16",-1.00000,-1.00000,0.0317643,0.0317643
"2017-01-17",-1.00000,-1.00000,0.0940279,0.0940279
"2017-01-18",-1.00000,-1.00000,0.0744727,0.0744727
"2017-01-19",-1.00000,-1.00000,0.0554187,0.0554187
"2017-01-20",-1.00000,-1.00000,0.0797061,0.0797061
"2017-01-21",-1.00000,-1.00000,0.152627,0.152627
"2017-01-22",-1.00000,-1.00000,0.203162,0.203162
"2017-01-23",-1.00000,-1.00000,0.0419275,0.0445900
"2017-01-24",-1.00000,-1.00000,0.0199000,0.0269668
"2017-01-25",-1.00000,-1.00000,0.0231643,0.0281260
"2017-01-26",-1.00000,-1.00000,0.0300970,0.0305879
"2017-01-27",-1.00000,-1.00000,0.0435172,0.0435172
"2017-01-28",-1.00000,-1.00000,0.0435192,0.0435192
"2017-01-29",-1.00000,-1.00000,0.0496534,0.0496534
"2017-01-30",-1.00000,-1.00000,0.0149000,0.0152912
"2017-01-31",-1.00000,-1.00000,0.0237575,0.0283366
"2017-02-01",-1.00000,-1.00000,-1.00000,-1.00000
"2017-02-02",-1.00000,-1.00000,0.0581152,0.0600415
"2017-02-03",-1.00000,-1.00000,0.0721000,0.0721000
"2017-02-04",-1.00000,-1.00000,0.0114000,0.0140483
"2017-02-05",-1.00000,-1.00000,0.0100000,0.0135512
"2017-02-06",-1.00000,-1.00000,0.0100000,0.0135512
"2017-02-07",-1.00000,-1.00000,0.0323488,0.0323488
"2017-02-08",-1.00000,-1.00000,0.0100000,0.0135512
"2017-02-09",-1.00000,-1.00000,0.0200000,0.0200000
"2017-02-10",-1.00000,-1.00000,0.0340000,0.0340000
"2017-02-11",-1.00000,-1.00000,0.0453837,0.0453837
"2017-02-12",-1.00000,-1.00000,0.0654000,0.0654000
"2017-02-13",-1.00000,-1.00000,0.0100000,0.0135512
"2017-02-14",-1.00000,-1.00000,0.0205000,0.0205000
"2017-02-15",-1.00000,-1.00000,0.0125000,0.0144389
"2017-02-16",-1.00000,-1.00000,0.0201000,0.0201000
"2017-02-17",-1.00000,-1.00000,0.0125000,0.0144389
"2017-02-18",-1.00000,-1.00000,0.0100000,0.0135512
"2017-02-19",-1.00000,-1.00000,0.0100000,0.0135512
"2017-02-20",-1.00000,-1.00000,0.0100000,0.0135512
"2017-02-21",-1.00000,-1.00000,0.0815921,0.0815921
"2017-02-22",-1.00000,-1.00000,0.0575355,0.0575355
"2017-02-23",-1.00000,-1.00000,0.0344225,0.0344225
"2017-02-24",-1.00000,-1.00000,0.0125000,0.0144389
"2017-02-25",-1.00000,-1.00000,0.0510955,0.0575488
"2017-02-26",-1.00000,-1.00000,0.0445378,0.0552200
"2017-02-27",-1.00000,-1.00000,0.0401880,0.0439723
"2017-02-28",-1.00000,-1.00000,0.148979,0.148979
"2017-03-01",-1.00000,-1.00000,0.0608064,0.0608064
"2017-03-02",-1.00000,-1.00000,0.196691,0.196691
"2017-03-03",-1.00000,-1.00000,0.294969,0.294969
"2017-03-04",-1.00000,-1.00000,0.0100000,0.0135512
"2017-03-05",-1.00000,-1.00000,0.0125000,0.0144389
"2017-03-06",-1.00000,-1.00000,0.0125000,0.0169389
"2017-03-07",-1.00000,-1.00000,0.0125000,0.0169389
"2017-03-08",-1.00000,-1.00000,0.0125000,0.0169389
"2017-03-09",-1.00000,-1.00000,0.0100000,0.0135512
"2017-03-10",-1.00000,-1.00000,0.0100000,0.0135512
